AFA_Ozone_1 HOUR_Arithmetic Mean,AFA_Ozone_8-HR RUN AVG BEGIN HOUR_Arithmetic Mean,HW24_Wind Speed - Scalar_1 HOUR_Arithmetic Mean,HW24_Wind Direction - Scalar_1 HOUR_Arithmetic Mean,HW24_Carbon monoxide_8-HR RUN AVG END HOUR_Arithmetic Mean,HW24_Carbon monoxide_1 HOUR_Arithmetic Mean,HW24_Wind Direction - Resultant_1 HOUR_Arithmetic Mean,HW24_Wind Speed - Resultant_1 HOUR_Arithmetic Mean,HW24_Sulfur dioxide_1 HOUR_Arithmetic Mean,HW24_Sulfur dioxide_3-HR BLK AVG_Arithmetic Mean,HW24_SO2 max 5-min avg_1 HOUR_Arithmetic Mean,HW24_Relative Humidity_1 HOUR_Arithmetic Mean,HW24_Outdoor Temperature_1 HOUR_Arithmetic Mean,HW24_Std Dev Hz Wind Direction_1 HOUR_Arithmetic Mean,MAN_Ozone_1 HOUR_Arithmetic Mean,MAN_Ozone_8-HR RUN AVG BEGIN HOUR_Arithmetic Mean,Average Mixing Height,Met_Lat,Met_long,Met_elevation,Average daily wind speed,Precipitation,Snowfall,Snow depth,Temperature Average,Direction of fastest 2-minute wind,Direction of fastest 5-second wind,Fastest 2-minute wind speed,Fastest 5-second wind speed,Date
0.049583,0.050824,4.195652,198.173913,0.304167,0.3,199.608696,3.547826,6.778261,7.242857,23.995455,45.043478,75.869565,37.27619,0.048292,0.052353,,38.80949,-104.68873,1884.2,7.61,0.0,0.0,0.0,75.0,80.0,90.0,23.0,29.1,2016-07-27
0.0505,0.055176,3.929167,203.083333,0.266667,0.255417,195.833333,2.754167,5.273913,5.628571,14.072727,56.333333,73.0,47.9375,0.053292,0.055882,,38.80949,-104.68873,1884.2,11.18,1.17,0.0,0.0,75.0,180.0,180.0,40.9,55.9,2016-07-28
0.047083,0.054706,4.841667,155.541667,0.279167,0.28625,169.0,4.279167,3.791304,4.071429,12.104545,69.416667,68.875,35.2125,0.044083,0.048118,927.0,38.80949,-104.68873,1884.2,6.93,0.0,0.0,0.0,68.0,160.0,140.0,18.1,23.0,2016-07-29
0.050083,0.048294,4.820833,172.0,0.25,0.264583,173.416667,4.254167,6.491304,6.9,18.722727,54.958333,73.375,33.845833,0.048833,0.051647,,38.80949,-104.68873,1884.2,8.05,0.01,0.0,0.0,71.0,110.0,200.0,25.9,32.0,2016-07-30
0.049167,0.051706,3.6,226.458333,0.2125,0.21875,225.958333,2.891667,0.826087,0.771429,2.166667,38.875,75.833333,46.958333,0.050458,0.049471,,38.80949,-104.68873,1884.2,10.96,0.0,0.0,0.0,76.0,10.0,330.0,23.9,30.0,2016-07-31
0.050833,0.045235,3.095833,155.916667,0.245833,0.28087,165.291667,2.341667,1.052174,1.057143,1.540909,32.708333,78.291667,49.875,0.052522,0.054176,,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,78.0,20.0,50.0,23.9,31.1,2016-08-01
0.044583,0.045647,4.275,205.541667,0.275,0.2725,212.541667,3.641667,4.308696,4.628571,11.690909,33.541667,76.875,40.108333,0.052208,0.049765,2564.0,38.80949,-104.68873,1884.2,11.18,0.0,0.0,0.0,76.0,110.0,120.0,31.1,36.9,2016-08-02
0.045125,0.051588,4.525,209.25,0.3375,0.3175,207.833333,4.058333,1.0,,,45.791667,74.5,32.058333,0.048583,0.053529,704.0,38.80949,-104.68873,1884.2,7.16,0.0,0.0,0.0,73.0,140.0,140.0,17.0,19.9,2016-08-03
0.043833,0.038412,5.004167,291.625,0.233333,0.237083,306.0,4.558333,0.5,,,47.958333,68.291667,27.783333,0.048583,0.042765,,38.80949,-104.68873,1884.2,14.99,0.01,0.0,0.0,72.0,350.0,340.0,35.1,44.1,2016-08-04
0.038125,0.046059,5.916667,159.541667,0.295833,0.283333,162.5,5.441667,9.317391,10.114286,26.663636,61.625,66.083333,32.1,0.039458,0.042882,825.0,38.80949,-104.68873,1884.2,8.95,0.01,0.0,0.0,64.0,140.0,160.0,23.9,28.0,2016-08-05
0.041333,0.035529,3.495833,184.708333,0.2375,0.257917,184.666667,2.825,3.395652,3.614286,7.295455,79.291667,66.666667,45.1375,0.036542,0.037294,870.0,38.80949,-104.68873,1884.2,7.61,0.28,0.0,0.0,67.0,20.0,20.0,23.0,25.9,2016-08-06
0.041708,0.048353,4.366667,202.166667,0.270833,0.252917,199.916667,3.929167,2.969565,3.185714,10.822727,67.25,69.708333,31.525,0.043542,0.046882,,38.80949,-104.68873,1884.2,8.5,0.06,0.0,0.0,69.0,170.0,170.0,18.1,21.0,2016-08-07
0.03075,0.023941,2.9125,186.625,0.304167,0.32625,186.666667,1.891667,3.065217,3.214286,7.336364,65.375,68.583333,58.429167,0.03925,0.038059,3355.0,38.80949,-104.68873,1884.2,5.59,0.04,0.0,0.0,71.0,340.0,340.0,29.1,36.0,2016-08-08
0.035708,0.038353,4.995833,221.416667,0.3,0.265,219.791667,4.5375,6.147826,6.642857,22.513636,50.583333,72.458333,28.791667,0.043958,0.045412,2421.0,38.80949,-104.68873,1884.2,9.17,0.01,0.0,0.0,72.0,310.0,310.0,28.0,35.1,2016-08-09
0.032,0.039176,3.258333,205.291667,0.266667,0.318333,231.0,2.6,2.582609,2.742857,6.340909,46.166667,74.708333,46.133333,0.04325,0.044588,,38.80949,-104.68873,1884.2,6.26,0.0,0.0,0.0,75.0,170.0,190.0,25.9,32.0,2016-08-10
0.045458,0.044176,3.704167,230.958333,0.295833,0.276667,246.0,2.95,1.008696,1.014286,2.827273,45.541667,72.625,43.191667,0.047875,0.046529,1697.0,38.80949,-104.68873,1884.2,9.84,0.13,0.0,0.0,76.0,20.0,20.0,25.1,30.0,2016-08-11
0.041875,0.046118,4.208333,190.041667,0.204167,0.215833,190.416667,3.516667,1.791304,1.885714,5.795455,54.75,66.666667,38.641667,0.04475,0.044882,3179.0,38.80949,-104.68873,1884.2,7.61,0.13,0.0,0.0,69.0,150.0,150.0,21.0,34.0,2016-08-12
0.04175,0.047647,4.195833,168.291667,0.245833,0.23375,167.041667,3.516667,2.756522,2.957143,10.618182,47.791667,69.375,42.479167,0.045667,0.048235,2526.0,38.80949,-104.68873,1884.2,7.16,0.08,0.0,0.0,69.0,160.0,160.0,32.0,40.0,2016-08-13
0.043833,0.042941,4.545833,236.791667,0.2375,0.271667,237.291667,4.083333,4.852174,5.228571,11.663636,49.458333,68.458333,31.4875,0.047375,0.049824,3686.0,38.80949,-104.68873,1884.2,9.17,0.0,0.0,0.0,69.0,160.0,150.0,19.9,25.9,2016-08-14
0.045292,0.048765,3.470833,225.75,0.270833,0.242083,239.583333,2.816667,1.3,1.328571,3.022727,30.958333,74.541667,43.083333,0.052208,0.052706,4655.0,38.80949,-104.68873,1884.2,9.4,0.0,0.0,0.0,73.0,350.0,10.0,28.0,35.1,2016-08-15
0.038667,0.039706,4.25,169.916667,0.270833,0.285417,173.708333,3.283333,2.704348,2.657143,8.431818,41.0,70.75,44.416667,0.04475,0.043429,1590.0,38.80949,-104.68873,1884.2,8.05,0.0,0.0,0.0,73.0,70.0,80.0,25.1,29.1,2016-08-16
0.042458,0.046647,2.258333,186.625,0.395833,0.399583,202.458333,1.495833,3.204348,3.428571,7.9,45.0,68.416667,60.295833,0.045167,0.048824,2836.0,38.80949,-104.68873,1884.2,6.93,0.0,0.0,0.0,68.0,200.0,200.0,23.0,28.0,2016-08-17
0.045958,0.050941,4.3,216.125,0.341667,0.317917,210.208333,3.520833,0.982609,0.957143,1.8,44.333333,69.083333,49.883333,0.053261,0.051059,3045.0,38.80949,-104.68873,1884.2,10.29,0.0,0.0,0.0,69.0,320.0,320.0,25.9,34.0,2016-08-18
0.040792,0.039059,4.820833,226.041667,0.266667,0.252917,226.0,4.208333,3.804545,3.416667,10.055,66.041667,62.625,32.8375,0.038542,0.035118,302.0,38.80949,-104.68873,1884.2,10.51,0.2,0.0,0.0,67.0,10.0,10.0,42.9,51.0,2016-08-19
0.0295,0.027412,3.908333,202.083333,0.225,0.27,200.25,3.458333,3.208696,3.442857,8.785714,64.958333,58.791667,32.666667,0.02925,0.029882,342.5,38.80949,-104.68873,1884.2,7.61,0.0,0.0,0.0,56.0,180.0,170.0,16.1,23.0,2016-08-20
0.031,0.035059,3.958333,208.958333,0.3375,0.340833,215.375,3.5625,7.191304,7.785714,18.604545,57.916667,66.583333,36.520833,0.034792,0.041118,1844.0,38.80949,-104.68873,1884.2,7.16,0.0,0.0,0.0,65.0,150.0,150.0,18.1,21.9,2016-08-21
0.034583,0.042882,3.779167,231.083333,0.341667,0.318333,233.791667,3.266667,2.582609,2.714286,9.531818,43.416667,70.541667,40.795833,0.040125,0.043176,3350.0,38.80949,-104.68873,1884.2,8.05,0.0,0.0,0.0,71.0,320.0,320.0,28.0,38.0,2016-08-22
0.043917,0.045412,5.408333,224.5,0.2375,0.235,222.666667,4.654167,1.795652,1.871429,6.513043,38.041667,69.958333,38.320833,0.044958,0.044294,,38.80949,-104.68873,1884.2,11.18,0.0,0.0,0.0,72.0,130.0,140.0,45.0,63.1,2016-08-23
0.031167,0.025412,3.325,280.0,0.25,0.267083,280.875,2.754167,0.791304,0.728571,1.256522,62.125,61.125,38.154167,0.037042,0.033353,305.0,38.80949,-104.68873,1884.2,8.05,0.01,0.0,0.0,63.0,120.0,350.0,21.9,25.9,2016-08-24
0.024708,0.025353,3.1125,229.208333,0.3125,0.320417,227.583333,2.654167,2.621739,2.785714,5.686957,68.0,56.333333,39.241667,0.031458,0.031,471.0,38.80949,-104.68873,1884.2,6.71,0.0,0.0,0.0,57.0,310.0,310.0,29.1,36.9,2016-08-25
0.027458,0.030529,3.0125,250.916667,0.391667,0.4175,249.125,2.454167,3.204348,3.414286,7.231818,63.5,60.125,41.8625,0.033708,0.039118,,38.80949,-104.68873,1884.2,6.26,0.0,0.0,0.0,59.0,280.0,280.0,17.0,19.9,2016-08-26
0.034625,0.038118,2.854167,225.375,0.329167,0.302083,239.5,2.304167,3.069565,3.271429,12.1,47.333333,66.5,44.991667,0.040875,0.041529,,38.80949,-104.68873,1884.2,5.59,0.0,0.0,0.0,67.0,80.0,90.0,17.0,23.0,2016-08-27
0.037417,0.046294,4.529167,272.541667,0.254167,0.210833,271.208333,3.883333,0.743478,0.685714,1.077273,52.333333,67.5,39.895833,0.040708,0.044824,2864.0,38.80949,-104.68873,1884.2,9.62,0.74,0.0,0.0,69.0,340.0,340.0,23.0,28.0,2016-08-28
0.034625,0.026647,4.829167,257.625,0.216667,0.222917,256.541667,4.295833,0.630435,0.628571,1.390909,71.791667,59.791667,31.058333,0.041208,0.037882,1404.0,38.80949,-104.68873,1884.2,10.51,0.73,0.0,0.0,62.0,350.0,310.0,25.9,31.1,2016-08-29
0.028833,0.031235,2.716667,234.75,0.3375,0.352917,235.791667,2.183333,2.082609,2.214286,6.109091,64.166667,62.916667,44.816667,0.0355,0.035529,176.0,38.80949,-104.68873,1884.2,4.47,0.0,0.0,0.0,62.0,70.0,80.0,19.9,21.9,2016-08-30
0.029619,0.040273,3.925,181.833333,0.333333,0.361,181.25,3.441667,1.872222,1.375,5.44375,66.791667,64.666667,38.695833,0.036652,0.038529,2282.0,38.80949,-104.68873,1884.2,5.82,0.0,0.0,0.0,64.0,90.0,80.0,19.9,25.1,2016-08-31
0.034292,0.034294,4.229167,172.375,0.34,0.295,164.708333,3.820833,2.717391,2.871429,7.895455,75.916667,63.875,31.104167,0.02981,0.029,1699.0,38.80949,-104.68873,1884.2,7.61,0.0,0.0,0.0,63.0,180.0,180.0,16.1,19.0,2016-09-01
0.030833,0.024941,3.0625,200.083333,0.325,0.36,199.583333,2.491667,3.430435,3.614286,8.195455,69.416667,66.75,42.558333,0.026708,0.028412,2491.0,38.80949,-104.68873,1884.2,6.49,0.0,0.0,0.0,66.0,180.0,180.0,13.0,16.1,2016-09-02
0.032667,0.041353,3.25,262.708333,0.325,0.294583,276.791667,2.4125,2.330435,2.471429,6.345455,50.541667,71.083333,44.9625,0.036,0.041588,2356.0,38.80949,-104.68873,1884.2,5.37,0.0,0.0,0.0,71.0,340.0,330.0,15.0,18.1,2016-09-03
0.03425,0.035176,4.404167,224.416667,0.241667,0.262917,223.125,3.579167,1.904348,2.0,5.131818,40.75,69.666667,48.116667,0.038417,0.039529,1123.0,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,71.0,210.0,220.0,31.1,36.0,2016-09-04
0.033375,0.035059,4.0125,211.083333,0.2625,0.246667,225.0,3.091667,3.017391,3.228571,9.790909,28.375,71.375,51.5,0.040833,0.042235,2092.0,38.80949,-104.68873,1884.2,10.07,0.0,0.0,0.0,71.0,140.0,140.0,25.1,33.1,2016-09-05
0.037417,0.035529,5.404167,227.375,0.25,0.237083,225.375,4.8625,4.552632,5.56,17.988235,45.708333,69.25,31.654167,0.037583,0.035706,224.0,38.80949,-104.68873,1884.2,9.84,0.01,0.0,0.0,71.0,170.0,180.0,25.9,36.0,2016-09-06
0.032913,0.032824,3.666667,238.791667,0.3,0.332105,239.083333,3.141667,4.586364,4.883333,15.45,43.5,70.25,40.854167,0.03675,0.041412,830.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,70.0,130.0,140.0,17.0,21.0,2016-09-07
0.035333,0.034529,4.558333,209.791667,0.316667,0.310833,195.458333,4.075,9.165217,9.914286,26.231818,37.708333,70.666667,32.3,0.04175,0.041294,2778.0,38.80949,-104.68873,1884.2,7.38,0.0,0.0,0.0,70.0,150.0,140.0,19.9,23.9,2016-09-08
0.0325,0.034118,4.1375,223.375,0.2125,0.190417,238.0,3.391667,1.621739,1.671429,5.686364,42.5,63.75,40.25,0.039625,0.036412,3832.0,38.80949,-104.68873,1884.2,11.86,0.0,0.0,0.0,68.0,30.0,30.0,33.1,38.0,2016-09-09
0.02575,0.031588,5.2125,241.041667,0.258333,0.285417,238.916667,4.7,9.917391,10.814286,23.518182,50.791667,58.583333,35.7125,0.031042,0.037588,1481.0,38.80949,-104.68873,1884.2,12.53,0.0,0.0,0.0,57.0,170.0,180.0,25.1,34.0,2016-09-10
0.042125,0.044588,3.6125,240.041667,0.2875,0.25625,229.375,2.975,2.313043,2.428571,6.213636,29.958333,70.041667,41.791667,0.045708,0.044588,1605.0,38.80949,-104.68873,1884.2,5.59,0.0,0.0,0.0,70.0,220.0,220.0,21.9,25.1,2016-09-11
0.037042,0.026412,4.879167,244.625,0.254167,0.2725,243.833333,4.183333,3.830435,4.114286,12.25,43.041667,67.875,41.191667,0.037292,0.029647,4369.0,38.80949,-104.68873,1884.2,10.51,0.04,0.0,0.0,72.0,300.0,290.0,29.1,36.9,2016-09-12
0.021167,0.025588,6.133333,146.708333,0.2125,0.201667,147.041667,5.854167,6.06087,6.557143,15.368182,75.166667,55.458333,18.741667,0.022958,0.024412,970.5,38.80949,-104.68873,1884.2,8.72,0.0,0.0,0.0,55.0,160.0,160.0,19.9,23.9,2016-09-13
0.024042,0.024588,6.716667,167.291667,0.229167,0.236667,166.833333,6.191667,6.413043,6.214286,18.209091,65.5,60.583333,28.225,0.0255,0.029765,248.5,38.80949,-104.68873,1884.2,11.86,0.0,0.0,0.0,58.0,170.0,150.0,23.9,29.1,2016-09-14
0.031625,0.036118,5.133333,255.0,0.2125,0.20625,256.708333,4.504167,2.973913,3.157143,8.127273,41.875,63.833333,32.095833,0.035125,0.038824,269.0,38.80949,-104.68873,1884.2,10.74,0.0,0.0,0.0,65.0,20.0,20.0,36.0,42.9,2016-09-15
0.034667,0.036529,4.725,224.416667,0.245833,0.28375,196.5,4.225,6.982609,7.557143,17.986364,47.416667,58.541667,36.216667,0.040917,0.042647,1607.0,38.80949,-104.68873,1884.2,8.5,0.0,0.0,0.0,60.0,160.0,170.0,21.9,28.0,2016-09-16
0.029375,0.033412,2.604167,197.708333,0.304167,0.33,214.583333,2.004167,1.665217,1.742857,4.290909,43.5,60.291667,46.829167,0.039542,0.042235,2477.0,38.80949,-104.68873,1884.2,4.92,0.0,0.0,0.0,63.0,30.0,230.0,13.0,17.0,2016-09-17
0.035375,0.030824,3.395833,230.958333,0.3375,0.315417,227.083333,2.85,4.417391,4.757143,11.613636,32.25,65.041667,42.9375,0.042625,0.039647,3320.0,38.80949,-104.68873,1884.2,4.92,0.0,0.0,0.0,65.0,120.0,120.0,15.0,19.9,2016-09-18
0.032333,0.031235,3.3375,242.666667,0.35,0.356667,226.416667,2.8375,2.552174,2.685714,8.990909,30.333333,69.833333,37.7125,0.038833,0.038412,3421.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,72.0,110.0,150.0,17.0,21.0,2016-09-19
0.031542,0.040588,3.183333,246.875,0.391667,0.382083,249.166667,2.420833,1.534783,1.514286,3.7,30.041667,71.791667,48.683333,0.041333,0.043882,4423.0,38.80949,-104.68873,1884.2,7.83,0.0,0.0,0.0,73.0,240.0,230.0,38.0,45.0,2016-09-20
0.032583,0.021412,3.641667,213.583333,0.3125,0.322609,225.041667,2.970833,2.678261,2.857143,6.173913,39.916667,70.625,43.658333,0.033826,0.028882,4400.0,38.80949,-104.68873,1884.2,8.5,0.0,0.0,0.0,74.0,260.0,240.0,23.0,27.1,2016-09-21
0.026583,0.035,5.579167,189.541667,0.341667,0.307083,192.041667,4.8375,7.795455,9.116667,21.99,47.125,70.083333,41.816667,0.031125,0.032294,1892.0,38.80949,-104.68873,1884.2,12.75,0.0,0.0,0.0,69.0,140.0,140.0,28.0,32.0,2016-09-22
0.040208,0.049471,7.9,212.791667,0.225,0.224167,212.875,6.816667,5.334783,4.728571,17.409091,41.208333,67.583333,39.183333,0.038917,0.049471,888.0,38.80949,-104.68873,1884.2,16.11,0.0,0.0,0.0,71.0,180.0,150.0,40.0,53.0,2016-09-23
0.042458,0.035529,4.6125,240.625,0.179167,0.167917,242.291667,3.925,1.66087,1.642857,4.618182,31.583333,56.25,41.529167,0.043625,0.038059,4551.0,38.80949,-104.68873,1884.2,9.4,0.0,0.0,0.0,58.0,310.0,320.0,23.9,31.1,2016-09-24
0.031167,0.028294,3.9625,230.833333,0.1625,0.210833,229.125,3.345833,2.117391,2.271429,7.495455,43.541667,54.625,36.908333,0.034625,0.035647,2429.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,55.0,350.0,360.0,16.1,21.0,2016-09-25
0.028208,0.032118,3.020833,243.541667,0.35,0.367083,227.0,2.616667,2.026087,2.142857,5.872727,42.875,57.541667,40.333333,0.0385,0.042647,1725.0,38.80949,-104.68873,1884.2,5.14,0.0,0.0,0.0,57.0,150.0,150.0,21.0,25.9,2016-09-26
0.028458,0.030765,2.2375,209.416667,0.4125,0.406667,214.958333,1.658333,1.56087,1.642857,3.122727,38.75,61.541667,55.658333,0.042333,0.043059,1762.0,38.80949,-104.68873,1884.2,5.82,0.0,0.0,0.0,60.0,150.0,150.0,14.1,17.0,2016-09-27
0.028583,0.031235,3.716667,207.583333,0.325,0.33125,194.708333,3.2875,1.0,1.028571,1.931818,31.458333,65.041667,37.0125,0.039417,0.037412,1834.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,65.0,130.0,160.0,19.9,29.1,2016-09-28
0.028,0.029176,4.6625,225.416667,0.4,0.387917,224.416667,4.370833,1.556522,1.628571,2.640909,44.708333,61.041667,26.5,0.034125,0.037471,2826.0,38.80949,-104.68873,1884.2,8.5,0.0,0.0,0.0,62.0,170.0,140.0,23.9,29.1,2016-09-29
0.027625,0.028235,3.4625,249.291667,0.354167,0.332083,265.333333,2.879167,0.86087,0.842857,1.272727,58.541667,60.541667,40.816667,0.031917,0.030588,1131.0,38.80949,-104.68873,1884.2,9.4,0.11,0.0,0.0,63.0,10.0,20.0,23.0,27.1,2016-09-30
0.02575,0.025588,3.183333,241.583333,0.2875,0.289167,244.375,2.533333,0.773913,0.757143,1.431818,59.666667,61.5,46.929167,0.030292,0.029588,1918.0,38.80949,-104.68873,1884.2,7.83,0.0,0.0,0.0,62.0,350.0,320.0,25.9,36.0,2016-10-01
0.031625,0.035941,3.433333,219.666667,0.291667,0.28625,220.625,2.9875,0.743478,0.742857,1.054545,51.375,63.583333,40.0,0.034042,0.034647,2410.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,63.0,170.0,160.0,23.0,27.1,2016-10-02
0.039,0.052235,5.575,225.375,0.241667,0.24125,227.583333,3.966667,1.078261,1.085714,1.845455,38.125,63.25,53.516667,0.040667,0.050824,3708.0,38.80949,-104.68873,1884.2,19.69,0.0,0.0,0.0,65.0,210.0,210.0,38.9,53.0,2016-10-03
0.045917,0.033471,5.178261,259.130435,0.258333,0.284348,260.130435,4.130435,0.795455,0.733333,1.771429,25.652174,52.521739,40.686957,0.048625,0.043059,429.0,38.80949,-104.68873,1884.2,7.61,0.0,0.0,0.0,57.0,310.0,190.0,21.0,27.1,2016-10-04
0.032478,0.038,4.5,240.541667,0.3375,0.342609,239.958333,3.983333,1.134783,1.157143,2.218182,34.25,50.666667,34.795833,0.041043,0.042176,2602.0,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,51.0,170.0,180.0,25.9,32.0,2016-10-05
0.038125,0.030412,4.0,255.375,0.225,0.20125,239.666667,3.383333,0.390909,0.333333,0.665,54.375,47.625,36.141667,0.038583,0.035765,1504.0,38.80949,-104.68873,1884.2,12.3,0.0,0.0,0.0,51.0,320.0,320.0,30.0,36.0,2016-10-06
0.023,0.028059,5.058333,216.791667,0.329167,0.332917,215.208333,4.679167,1.447826,1.528571,3.345455,53.916667,46.708333,29.104167,0.034875,0.038941,1151.0,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,45.0,170.0,170.0,21.9,28.0,2016-10-07
0.032292,0.031706,3.229167,224.833333,0.375,0.424583,224.208333,2.8,0.886957,0.9,1.709091,35.041667,54.708333,41.425,0.041417,0.040824,1735.0,38.80949,-104.68873,1884.2,8.05,0.0,0.0,0.0,54.0,110.0,120.0,21.9,25.9,2016-10-08
0.028833,0.031,2.670833,220.0,0.391667,0.38625,207.833333,2.279167,1.004348,1.014286,1.790909,40.0,55.458333,42.245833,0.038292,0.038529,2239.0,38.80949,-104.68873,1884.2,7.83,0.0,0.0,0.0,56.0,170.0,140.0,15.0,21.0,2016-10-09
0.035042,0.035588,3.925,250.708333,0.408333,0.376667,252.833333,3.2125,0.821739,0.814286,1.495455,29.625,63.375,44.1,0.038708,0.036,436.0,38.80949,-104.68873,1884.2,9.17,0.0,0.0,0.0,62.0,310.0,330.0,21.0,32.0,2016-10-10
0.0375,0.035059,4.608333,239.75,0.333333,0.30625,239.375,3.016667,0.821739,0.814286,1.372727,34.916667,61.916667,59.2625,0.035833,0.033882,1044.0,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,64.0,240.0,220.0,31.1,35.1,2016-10-11
0.014167,0.010882,5.029167,173.958333,0.258333,0.255833,177.347826,4.675,0.708696,0.714286,1.05,85.041667,44.291667,26.641667,0.015708,0.010529,567.0,38.80949,-104.68873,1884.2,8.95,0.0,0.0,0.0,49.0,350.0,350.0,25.1,30.0,2016-10-12
0.02275,0.026647,3.675,234.083333,0.408333,0.45,230.375,3.3,1.491304,1.571429,2.272727,53.458333,54.375,31.204167,0.028292,0.036118,503.0,38.80949,-104.68873,1884.2,5.14,0.0,0.0,0.0,52.0,180.0,120.0,15.0,19.9,2016-10-13
0.035833,0.039647,3.4375,243.208333,0.458333,0.459583,253.458333,2.520833,1.791304,1.885714,3.581818,31.583333,62.958333,51.65,0.03675,0.036471,2497.0,38.80949,-104.68873,1884.2,8.95,0.0,0.0,0.0,61.0,210.0,220.0,25.9,29.1,2016-10-14
0.033417,0.030176,3.8875,273.916667,0.35,0.380833,253.708333,2.770833,1.026087,1.014286,1.595455,24.791667,64.833333,56.9125,0.03625,0.037,395.0,38.80949,-104.68873,1884.2,6.93,0.0,0.0,0.0,71.0,240.0,270.0,29.1,38.0,2016-10-15
0.036458,0.034235,4.1875,238.291667,0.329167,0.315833,232.666667,2.441667,1.004348,1.0,1.868182,23.083333,66.416667,63.529167,0.03875,0.037,1613.0,38.80949,-104.68873,1884.2,11.41,0.0,0.0,0.0,68.0,240.0,250.0,32.0,36.9,2016-10-16
0.034583,0.036882,5.929167,185.958333,0.245833,0.2175,188.541667,4.379167,0.804348,0.771429,1.540909,28.291667,63.791667,49.833333,0.037625,0.037235,1932.0,38.80949,-104.68873,1884.2,17.45,0.0,0.0,0.0,68.0,220.0,220.0,36.9,55.0,2016-10-17
0.033105,0.030538,8.491667,225.916667,0.295833,0.305417,222.708333,8.0375,3.891304,4.2,7.690909,39.041667,49.416667,29.870833,0.035833,0.037824,487.0,38.80949,-104.68873,1884.2,14.09,0.0,0.0,0.0,50.0,180.0,150.0,25.9,32.0,2016-10-18
0.03835,0.029545,4.091667,248.333333,0.3375,0.327917,250.166667,3.404167,0.63913,0.642857,1.272727,50.333333,47.958333,41.125,0.03725,0.036059,1726.0,38.80949,-104.68873,1884.2,10.96,0.0,0.0,0.0,48.0,340.0,350.0,36.0,44.1,2016-10-19
0.022917,0.022412,4.533333,235.0,0.4125,0.452083,234.666667,4.204167,1.93913,2.057143,3.840909,47.375,43.083333,27.370833,0.033391,0.033824,1517.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,45.0,180.0,170.0,21.0,28.0,2016-10-20
0.024565,0.024941,3.1375,254.916667,0.566667,0.57875,238.333333,2.5125,1.645455,1.783333,3.125,30.541667,54.625,46.1875,0.037043,0.037824,790.0,38.80949,-104.68873,1884.2,7.38,0.0,0.0,0.0,54.0,130.0,160.0,16.1,29.1,2016-10-21
0.031708,0.032235,3.2375,231.666667,0.495833,0.457917,220.5,2.566667,1.221739,1.228571,1.990909,24.916667,59.625,47.283333,0.037375,0.036706,1287.0,38.80949,-104.68873,1884.2,6.04,0.0,0.0,0.0,61.0,310.0,310.0,16.1,23.0,2016-10-22
0.034333,0.032588,4.979167,199.375,0.3125,0.29875,200.083333,4.491667,2.943478,3.142857,6.327273,30.041667,56.833333,33.504167,0.039375,0.036941,1811.0,38.80949,-104.68873,1884.2,9.4,0.0,0.0,0.0,61.0,150.0,150.0,19.9,23.9,2016-10-23
0.022417,0.026118,2.933333,249.75,0.466667,0.505417,232.916667,2.6125,2.043478,2.142857,4.331818,40.791667,54.708333,32.8375,0.031417,0.031824,,38.80949,-104.68873,1884.2,8.05,0.0,0.0,0.0,56.0,140.0,140.0,19.9,21.9,2016-10-24
0.025667,0.022765,2.858333,224.041667,0.525,0.483333,251.666667,2.2625,1.869565,1.928571,2.686364,45.25,58.625,48.216667,0.031667,0.029,2014.0,38.80949,-104.68873,1884.2,6.49,0.0,0.0,0.0,61.0,340.0,340.0,23.0,31.1,2016-10-25
0.022583,0.025412,4.225,203.416667,0.345833,0.368333,203.041667,3.770833,2.873913,2.971429,6.745455,48.25,54.875,41.625,0.030417,0.032118,549.0,38.80949,-104.68873,1884.2,8.05,0.0,0.0,0.0,56.0,170.0,150.0,18.1,25.9,2016-10-26
0.023292,0.025059,3.622727,247.318182,0.470833,0.471667,230.545455,3.081818,2.186364,1.9,4.710526,39.409091,56.772727,38.490909,0.033261,0.033176,1817.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,58.0,150.0,160.0,16.1,19.9,2016-10-27
0.02825,0.026,1.626087,285.434783,0.8625,0.908696,284.782609,1.06087,3.209091,3.233333,4.757143,31.086957,61.347826,57.93913,0.029958,0.029882,887.0,38.80949,-104.68873,1884.2,7.61,0.0,0.0,0.0,65.0,130.0,130.0,17.0,21.9,2016-10-28
